
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.553
Model:,OLS,  Adj. R-squared (uncentered):,   0.445
Method:,Least Squares,  F-statistic:       ,   5.117
Date:,"Wed, 29 May 2024",  Prob (F-statistic):,  0.00
Time:,08:36:22,  Log-Likelihood:    ,-1.3234e+05
No. Observations:,  7079,  AIC:               ,2.674e+05
Df Residuals:,  5702,  BIC:               ,2.769e+05
Df Model:,  1377,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_DELGA INDUSTRIA E COMERCIO S/A,-2.666e+07, 3.87e+07,   -0.689, 0.491,-1.03e+08, 4.92e+07
Cliente_DEMOBILE INDUSTRIA DE MOVEIS LTDA,-9.529e+06, 4.76e+07,   -0.200, 0.841,-1.03e+08, 8.38e+07
"Cliente_DEMOCRATA CALCADOS E ARTEFATOS DE COURO LTDA,",-1.904e+07, 3.44e+07,   -0.554, 0.579,-8.64e+07, 4.83e+07
Cliente_DENETEL CALCADOS LTDA - ME,-1.454e+06, 4.71e+07,   -0.031, 0.975,-9.38e+07, 9.09e+07
Cliente_DENSO DO BRASIL LTDA, 3.012e+07, 3.49e+07,    0.864, 0.388,-3.82e+07, 9.84e+07
"Cliente_DENSO SISTEMAS TERMICOS DO BRASIL LTDA,",-1.779e+07, 3.96e+07,   -0.449, 0.653,-9.54e+07, 5.98e+07
Cliente_DEONICIA VARGAS LOTHHAMMER,-4.231e+06, 4.76e+07,   -0.089, 0.929,-9.75e+07,  8.9e+07
Cliente_DESCARPACK DESCARTAVEIS DO BRASIL LTDA,-1.549e+07, 4.61e+07,   -0.336, 0.737,-1.06e+08, 7.48e+07
Cliente_DESGA AMBIENTAL INDUSTRIA E COMERCIO LTDA,-2.043e+07, 3.87e+07,   -0.529, 0.597,-9.62e+07, 5.54e+07
"Cliente_DESLEECLAMA BRASIL IND, E COM, DE ARTIGOS TEXTEIS LTDA",-2.662e+07, 3.87e+07,   -0.688, 0.491,-1.02e+08, 4.92e+07
Cliente_DETACK INDUSTRIAL E COMERCIAL DE PREGOS LTDA,-7.148e+06, 4.74e+07,   -0.151, 0.880,   -1e+08, 8.58e+07
"Cliente_DEXCO S,A,", 1.707e+07, 3.28e+07,    0.520, 0.603,-4.73e+07, 8.14e+07
Cliente_DHB COMPONENTES AUTOMOTIVOS S/A, 2.185e+06, 4.66e+07,    0.047, 0.963,-8.92e+07, 9.35e+07
Cliente_DIGICON S A CONTROLE ELETRONICO PARA MECANICA, 1.531e+05, 3.92e+07,    0.004, 0.997,-7.67e+07, 7.71e+07
"Cliente_DIGITRO TECNOLOGIA S,A,",-1.471e+07, 4.67e+07,   -0.315, 0.753,-1.06e+08, 7.69e+07
"Cliente_DINI TEXTIL INDUSTRIA E COMERCIO LTDA,",-1.647e+07, 3.43e+07,   -0.480, 0.632,-8.38e+07, 5.09e+07
Cliente_DIPLOMATA S/A INDL E COML,-2.569e+06, 3.64e+07,   -0.071, 0.944, -7.4e+07, 6.89e+07
Cliente_DITALIA MOVEIS INDUSTRIAL LTDA,-3.145e+06, 3.19e+07,   -0.099, 0.922,-6.57e+07, 5.94e+07
Cliente_DIXIE TOGA NORDESTE S/A,-1.089e+07, 5.59e+07,   -0.195, 0.845, -1.2e+08, 9.86e+07
Cliente_DJ INDUSTRIA E COMERCIO DE MOVEIS LTDA,-6.114e+06, 4.02e+07,   -0.152, 0.879, -8.5e+07, 7.27e+07
Cliente_DOCOL INDUSTRIA E COMERCIO LTDA,-1.245e+07, 3.25e+07,   -0.383, 0.702,-7.61e+07, 5.12e+07
"Cliente_DOHLER S,A,",-1.241e+07, 3.93e+07,   -0.315, 0.752,-8.95e+07, 6.47e+07
Cliente_DORI ALIMENTOS LTDA,-1.538e+07, 3.13e+07,   -0.492, 0.623,-7.66e+07, 4.59e+07
Cliente_DORMER TOOLS SA,  2.73e+07, 4.61e+07,    0.592, 0.554,-6.31e+07, 1.18e+08
Cliente_DOU-TEX SA INDUSTRIA TEXTIL,-1.352e+07, 4.61e+07,   -0.293, 0.769,-1.04e+08, 7.69e+07
Cliente_DPF AUTO PECAS LIMITADA,-2.926e+07,  3.6e+07,   -0.814, 0.416,-9.97e+07, 4.12e+07
Cliente_DRAKTEL OPTICAL FIBRE S/A,-1.912e+07, 4.61e+07,   -0.414, 0.679, -1.1e+08, 7.13e+07
"Cliente_DS & HA LOGISTICA IMP, E EXPORT, LTDA", 4.296e+06, 4.81e+07,    0.089, 0.929,   -9e+07, 9.86e+07
Cliente_DUAS RODAS INDUSTRIAL LTDA,-1.213e+07, 3.51e+07,   -0.346, 0.730,-8.09e+07, 5.67e+07
Cliente_DUAS RODAS NORDESTE INDUSTRIA DE ALIMENTOS LTDA,-8.896e+06, 2.91e+07,   -0.306, 0.760,-6.59e+07, 4.81e+07
Cliente_DUCOCO PRODUTOS ALIMENTICIOS S/A,-4.655e+06, 4.11e+07,   -0.113, 0.910,-8.53e+07,  7.6e+07
"Cliente_DUDALINA S,A", -1.67e+07, 4.65e+07,   -0.359, 0.719,-1.08e+08, 7.44e+07
Cliente_DURATEX COMERCIAL EXPORTADORA S A,-2.971e+06, 3.12e+07,   -0.095, 0.924,-6.42e+07, 5.83e+07
Cliente_DURCON EQUIPAMENTOS INDUSTRIAIS LIMITADA,-2.379e+07, 3.58e+07,   -0.664, 0.507,-9.41e+07, 4.65e+07
"Cliente_DUROLINE S,A,", -3.88e+06, 3.14e+07,   -0.124, 0.902,-6.54e+07, 5.76e+07
Cliente_DYNAMIC AIR LTDA,-2.336e+07, 4.61e+07,   -0.507, 0.612,-1.14e+08,  6.7e+07
Cliente_DYNAPAC DO BRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA,-1.011e+06, 3.29e+07,   -0.031, 0.975,-6.55e+07, 6.34e+07
Cliente_DYTECH DO BRASIL INDUSTRIA E COMERCIO LTDA,-2.711e+07, 4.69e+07,   -0.578, 0.563,-1.19e+08, 6.48e+07
Cliente_E A C FLORESTAL S/A,-1.005e+07, 4.79e+07,   -0.210, 0.834,-1.04e+08, 8.38e+07
Cliente_EBATA PRODUTOS FLORESTAIS LTDA,-3.051e+07, 5.18e+07,   -0.589, 0.556,-1.32e+08,  7.1e+07
Cliente_EBF-VAZ INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDI,-1.163e+07, 4.61e+07,   -0.253, 0.801,-1.02e+08, 7.87e+07
Cliente_EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA,-2.807e+07, 4.11e+07,   -0.682, 0.495,-1.09e+08, 5.26e+07
Cliente_ECIL MET TEC LTDA,-2.327e+07, 3.87e+07,   -0.602, 0.547,-9.91e+07, 5.25e+07
Cliente_ELDORADO EXPORT MADEIRAS LTDA,-1.172e+07, 4.87e+07,   -0.241, 0.810,-1.07e+08, 8.38e+07
Cliente_ELEB EQUIPAMENTOS LTDA, -5.42e+06, 3.59e+07,   -0.151, 0.880,-7.58e+07,  6.5e+07
Cliente_ELECTRO ACO ALTONA S A, -1.19e+07,  3.2e+07,   -0.371, 0.710,-7.47e+07, 5.09e+07
Cliente_ELECTRO VIDRO S/A,-9.644e+06, 4.81e+07,   -0.200, 0.841,-1.04e+08, 8.47e+07
Cliente_ELECTROLUX DO BRASIL S/A, 8.926e+06, 3.42e+07,    0.261, 0.794,-5.82e+07, 7.61e+07
Cliente_ELEKEIROZ S/A,-1.537e+07,  3.4e+07,   -0.452, 0.652,-8.21e+07, 5.13e+07
Cliente_ELETRICA DANUBIO INDUSTRIA E COMERCIO DE MATERIAIS ELET,-2.459e+07, 3.87e+07,   -0.636, 0.525,   -1e+08, 5.12e+07
"Cliente_ELETROFRIO REFRIGERACAO LTDA,",-1.098e+07, 4.78e+07,   -0.230, 0.818,-1.05e+08, 8.28e+07
Cliente_ELEVA ALIMENTOS S/A, 5.107e+06, 3.11e+07,    0.164, 0.869,-5.58e+07,  6.6e+07
Cliente_ELFUSA GERAL DE ELETROFUSAO LTDA,-1.514e+07, 3.59e+07,   -0.421, 0.673,-8.55e+07, 5.53e+07
Cliente_ELGIN HDB REFRIGERACAO LTDA, -2.38e+07, 3.87e+07,   -0.615, 0.539,-9.97e+07, 5.21e+07
Cliente_ELIANE S/A - REVESTIMENTOS CERAMICOS,-1.331e+07,  3.2e+07,   -0.416, 0.677, -7.6e+07, 4.94e+07
Cliente_ELITE INDUSTRIA DE INJETADOS LTDA,-2.316e+06, 4.63e+07,   -0.050, 0.960,-9.31e+07, 8.85e+07
Cliente_ELLEN METALURGICA E CROMEACAO LIMITADA,-1.323e+07, 3.86e+07,   -0.342, 0.732, -8.9e+07, 6.25e+07
Cliente_ELRING KLINGER DO BRASIL LTDA,-1.913e+07, 4.61e+07,   -0.415, 0.678, -1.1e+08, 7.13e+07
"Cliente_ELSTER MEDICAO DE ENERGIA LTDA,",-4.089e+06, 4.66e+07,   -0.088, 0.930,-9.54e+07, 8.73e+07
"Cliente_EMBRAER S,A,", 1.527e+08, 2.99e+07,    5.103, 0.000, 9.41e+07, 2.11e+08
"Cliente_EMICOL ELETRO ELETRONICA S,A,",-1.767e+07, 3.35e+07,   -0.528, 0.597,-8.33e+07, 4.79e+07
Cliente_EMIGRAN EMPRESA DE MINERACAO DE GRANITOS LTDA,-1.477e+07,  3.6e+07,   -0.410, 0.682,-8.54e+07, 5.58e+07
Cliente_EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS,-8.618e+06, 3.78e+07,   -0.228, 0.820,-8.27e+07, 6.55e+07
Cliente_EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,-2.331e+07, 3.91e+07,   -0.596, 0.551,   -1e+08, 5.34e+07
Cliente_ENFIL SA CONTROLE AMBIENTAL EM RECUPERACAO JUDICIAL,-9.966e+06, 4.62e+07,   -0.216, 0.829,   -1e+08, 8.05e+07
Cliente_ENGECASS EQUIPAMENTOS INDUSTRIAIS LTDA,-1.707e+07, 4.67e+07,   -0.365, 0.715,-1.09e+08, 7.46e+07
Cliente_ENGEMASA ENGENHARIA E MATERIAIS LTDA,-2.119e+07, 3.44e+07,   -0.617, 0.538,-8.85e+07, 4.62e+07
Cliente_EQUIPALCOOL SISTEMAS LTDA,-1.468e+07, 4.62e+07,   -0.318, 0.750,-1.05e+08, 7.58e+07
Cliente_EQUIPLASTIC - INDUSTRIA E COMERCIO DE MAQUINAS PARA EMB,-1.285e+07, 4.69e+07,   -0.274, 0.784,-1.05e+08,  7.9e+07
"Cliente_ERCA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,",-2.951e+07, 4.61e+07,   -0.641, 0.522, -1.2e+08, 6.08e+07
"Cliente_ERGOMAT INDUSTRIA E COMERCIO LTDA,",-2.349e+07, 3.44e+07,   -0.684, 0.494,-9.08e+07, 4.39e+07
"Cliente_ERICSSON TELECOMUNICACOES S A,", 2.486e+07, 3.16e+07,    0.787, 0.431,-3.71e+07, 8.68e+07
Cliente_ESMALTEC S/A,-4.533e+06,    5e+07,   -0.091, 0.928,-1.03e+08, 9.35e+07
Cliente_ESTALEIRO BRASFELS LTDA, 1.359e+08, 4.82e+07,    2.819, 0.005, 4.14e+07,  2.3e+08
"Cliente_ESTALEIRO SCHAEFER YACHTS LTDA,",-1.321e+07, 4.67e+07,   -0.283, 0.777,-1.05e+08, 7.84e+07
Cliente_ESTEVE S/A,-7.175e+06, 4.42e+07,   -0.162, 0.871,-9.38e+07, 7.95e+07
Cliente_ETHOS METALURGICA LTDA,-1.392e+07, 3.87e+07,   -0.360, 0.719,-8.97e+07, 6.19e+07
Cliente_EUCATEX S A INDUSTRIA E COMERCIO,-1.606e+07, 3.59e+07,   -0.447, 0.655,-8.65e+07, 5.44e+07
Cliente_EURO TELHAS INDUST E COMERCIO LTDA, -6.63e+06, 3.92e+07,   -0.169, 0.866,-8.35e+07, 7.03e+07
Cliente_EUROBRAS CONSTRUCOES METALICAS MODULADAS LTDA,-2.394e+07, 4.61e+07,   -0.520, 0.603,-1.14e+08, 6.64e+07
"Cliente_EUROFARMA LABORATORIOS S,A,",-1.855e+07, 4.61e+07,   -0.402, 0.688,-1.09e+08, 7.19e+07
Cliente_EUROPA INDUSTRIA DE CASTANHAS LTDA, 2.198e+06, 2.26e+07,    0.097, 0.922,-4.21e+07, 4.65e+07
Cliente_EUROPACKNE NORDESTE IND COM DE PROD TERMOPLASTICOS LTDA,-1.835e+07, 3.31e+07,   -0.554, 0.580,-8.33e+07, 4.66e+07
Cliente_EVERTIS BRASIL PLASTICOS S/A,-9.348e+06, 4.03e+07,   -0.232, 0.817,-8.84e+07, 6.97e+07
Cliente_EVIALIS DO BRASIL NUTRICAO ANIMAL LTDA,-2.138e+07, 4.61e+07,   -0.463, 0.643,-1.12e+08, 6.91e+07
Cliente_EXIN INDUSTRIA E COMERCIO LTDA,-1.799e+07,  3.4e+07,   -0.528, 0.597,-8.47e+07, 4.87e+07
Cliente_EXPORTADORA BOM RETIRO LTDA,-2.102e+06, 3.21e+07,   -0.065, 0.948, -6.5e+07, 6.08e+07
Cliente_FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA, -1.39e+07, 3.86e+07,   -0.360, 0.719,-8.97e+07, 6.18e+07
Cliente_FABRICA DE MOVEIS FLORENSE LTDA,-4.692e+06, 4.64e+07,   -0.101, 0.919,-9.57e+07, 8.63e+07
Cliente_FABRICA DE TECIDOS CARLOS RENAUX S/A EM LIQUIDACAO, -1.63e+07, 4.64e+07,   -0.351, 0.725,-1.07e+08, 7.46e+07
Cliente_FABRICA NACIONAL DE AMORTECEDORES LTDA,-6.175e+06, 4.63e+07,   -0.133, 0.894,-9.69e+07, 8.45e+07
Cliente_FACCHINI S/A,-1.987e+07, 3.06e+07,   -0.650, 0.515,-7.98e+07,    4e+07
"Cliente_FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA,",-2.239e+07, 3.69e+07,   -0.607, 0.544,-9.46e+07, 4.99e+07
Cliente_FAMASTIL TAURUS FERRAMENTAS S/A,-4.538e+06, 3.25e+07,   -0.140, 0.889,-6.82e+07, 5.91e+07
Cliente_FAMOSSUL MADEIRAS S/A,-9.659e+06, 3.28e+07,   -0.295, 0.768,-7.39e+07, 5.46e+07
Cliente_FANDREIS CALCADOS LTDA,-1.478e+06, 3.62e+07,   -0.041, 0.967,-7.25e+07, 6.96e+07
Cliente_FANEM LTDA,-2.468e+07, 3.15e+07,   -0.783, 0.434,-8.65e+07, 3.71e+07
"Cliente_FARFALLA TEXTIL LTDA,",-1.751e+07, 3.39e+07,   -0.517, 0.605,-8.39e+07, 4.89e+07
"Cliente_FAURECIA AUTOMOTIVE DO BRASIL LTDA,", 5.551e+06, 3.46e+07,    0.160, 0.873,-6.23e+07, 7.34e+07
"Cliente_FBA - FRANCO-BRASILEIRA S/A, ACUCAR E ALCOOL",-6.724e+06, 3.87e+07,   -0.174, 0.862,-8.26e+07, 6.92e+07
"Cliente_FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", 2.218e+07, 3.13e+07,    0.710, 0.478,-3.91e+07, 8.35e+07
"Cliente_FCC - INDUSTRIA E COMERCIO LTDA,", 3.678e+06, 3.61e+07,    0.102, 0.919,-6.71e+07, 7.44e+07
Cliente_FCC FORNECEDORA COMPONENTES QUIMICOS E COUROS LTDA,-6.589e+06, 3.92e+07,   -0.168, 0.866,-8.34e+07, 7.02e+07
Cliente_FEDRIGONI BRASIL PAPEIS LTDA,-2.186e+07, 4.61e+07,   -0.474, 0.636,-1.12e+08, 6.86e+07
Cliente_FERGUMAR FERRO GUSA DO MARANHAO LTDA,-2.684e+07, 4.68e+07,   -0.573, 0.567,-1.19e+08,  6.5e+07
Cliente_FERKODA S A ARTEFATOS DE METAIS,-2.077e+07, 4.61e+07,   -0.451, 0.652,-1.11e+08, 6.96e+07
Cliente_FERRAZ BRASIL MARMORES E GRANITOS LTDA, -6.24e+06, 5.29e+07,   -0.118, 0.906, -1.1e+08, 9.75e+07
Cliente_FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,-1.409e+07, 3.18e+07,   -0.443, 0.658,-7.65e+07, 4.83e+07
Cliente_FERRUCCI & CIA LTDA,-1.438e+07, 4.61e+07,   -0.312, 0.755,-1.05e+08, 7.59e+07
Cliente_FERTIPAR FERTILIZANTES DO PARANA LIMITADA, 1.542e+07, 4.75e+07,    0.324, 0.746,-7.77e+07, 1.09e+08
Cliente_FEZER INDUSTRIA MECANICA S/A,-1.385e+07, 3.25e+07,   -0.426, 0.670,-7.76e+07, 4.99e+07
"Cliente_FGF - FUNDICAO GLOBAL FOUNDRY DE ACO INOXIDAVEL LTDA,", -1.84e+07, 3.13e+07,   -0.587, 0.557,-7.98e+07,  4.3e+07
Cliente_FIACAO BRASILEIRA DE SISAL S/A FIBRASA,-2.247e+07, 4.99e+07,   -0.451, 0.652, -1.2e+08, 7.53e+07
Cliente_FIACAO DE SEDA BRATAC S A,-1.974e+07, 3.44e+07,   -0.574, 0.566,-8.71e+07, 4.76e+07
Cliente_FIACAO E TECELAGEM SAO JOSE S/A,-2.696e+07, 4.68e+07,   -0.576, 0.565,-1.19e+08, 6.48e+07
Cliente_FIASINI IND E COM DE MOVEIS LTDA,-9.895e+06, 4.05e+07,   -0.244, 0.807,-8.93e+07, 6.95e+07
"Cliente_FIBRAPLAC - PAINEIS DE MADEIRA S,A",-3.246e+06, 4.64e+07,   -0.070, 0.944,-9.42e+07, 8.77e+07
Cliente_FIBRIA CELULOSE S/A,-5.198e+06, 3.44e+07,   -0.151, 0.880,-7.27e+07, 6.23e+07
Cliente_FICAP S/A, -7.47e+06, 3.85e+07,   -0.194, 0.846,-8.29e+07, 6.79e+07
Cliente_FINOBRASA AGROINDUSTRIAL S/A,-4.695e+06, 3.94e+07,   -0.119, 0.905, -8.2e+07, 7.26e+07
Cliente_FISCHER S/A - AGROINDUSTRIA,-8.945e+06, 3.29e+07,   -0.272, 0.785,-7.34e+07, 5.55e+07
Cliente_FITESA NAOTECIDOS S/A,-1.815e+06, 4.66e+07,   -0.039, 0.969,-9.32e+07, 8.95e+07
"Cliente_FITESA S,A,",-3.029e+06, 3.47e+07,   -0.087, 0.930, -7.1e+07,  6.5e+07
"Cliente_FKN TEXTIL LTDA,",-1.581e+07, 4.73e+07,   -0.335, 0.738,-1.08e+08, 7.68e+07
Cliente_FLABEG BRASIL LTDA,-2.434e+07, 4.61e+07,   -0.528, 0.598,-1.15e+08, 6.61e+07
Cliente_FLEXIBRAS TUBOS FLEXIVEIS LTDA,  5.52e+07, 4.01e+07,    1.376, 0.169,-2.35e+07, 1.34e+08
Cliente_FLORESTAL ALIMENTOS S/A,-2.813e+06,  3.9e+07,   -0.072, 0.943,-7.93e+07, 7.37e+07
Cliente_FLOSUL INDUSTRIA E COMERCIO DE MADEIRAS LTDA,-2.176e+06, 4.64e+07,   -0.047, 0.963,-9.31e+07, 8.87e+07
Cliente_FMC QUIMICA DO BRASIL LTDA,-1.057e+07, 4.61e+07,   -0.229, 0.819,-1.01e+08, 7.98e+07
"Cliente_FMC TECHNOLOGIES DO BRASIL LTDA,", 4.432e+07, 4.11e+07,    1.077, 0.281,-3.63e+07, 1.25e+08
Cliente_FOCA-BRAUN MOBILIDADE DO BRASIL LTDA,-5.175e+06, 4.63e+07,   -0.112, 0.911,-9.59e+07, 8.55e+07
Cliente_FOCKINK INDUSTRIAS ELETRICAS LTDA,-2.469e+06,  3.9e+07,   -0.063, 0.950,-7.89e+07,  7.4e+07
Cliente_FORD MOTOR COMPANY BRASIL LTDA, 3.177e+07, 2.97e+07,    1.070, 0.285,-2.64e+07,    9e+07
Cliente_FORJAFRIO INDUSTRIA DE PECAS LTDA,-2.103e+07, 4.61e+07,   -0.456, 0.648,-1.11e+08, 6.93e+07
"Cliente_FORMACOMP LTDA,",-8.665e+06, 4.75e+07,   -0.182, 0.855,-1.02e+08, 8.45e+07
Cliente_FORMAX QUIMIPLAN COMPONENTES PARA CALCADOS LTDA,-4.379e+06, 3.64e+07,   -0.120, 0.904,-7.57e+07, 6.69e+07
Cliente_FORNAC FUNDICAO DE ACOS ESPECIAIS LIMITADA,-2.392e+07, 3.94e+07,   -0.607, 0.544,-1.01e+08, 5.34e+07
Cliente_FRAME MADEIRAS ESPECIAIS LTDA,-1.563e+07, 4.67e+07,   -0.334, 0.738,-1.07e+08,  7.6e+07
Cliente_FRANCO FABRIL - ALIMENTOS LTDA,-2.064e+07, 3.14e+07,   -0.656, 0.512,-8.23e+07,  4.1e+07
Cliente_FRAS-LE SA, 1.513e+07, 3.16e+07,    0.480, 0.631,-4.67e+07,  7.7e+07
Cliente_FRAVI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGRICOLAS LT,-4.203e+06, 4.75e+07,   -0.089, 0.929,-9.72e+07, 8.88e+07
"Cliente_FREUDENBERG NAO-TECIDOS LTDA,",-1.552e+07, 3.87e+07,   -0.401, 0.689,-9.14e+07, 6.04e+07
Cliente_FRIBAI FRIGORIFICO VALE DO AMAMBAI LTDA,-1.319e+07, 3.44e+07,   -0.383, 0.702,-8.06e+07, 5.43e+07
Cliente_FRIGOESTRELA S/A,-1.171e+07, 3.31e+07,   -0.353, 0.724,-7.67e+07, 5.33e+07
"Cliente_FRIGOL S,A,",-1.923e+07, 4.62e+07,   -0.416, 0.677, -1.1e+08, 7.13e+07
Cliente_FRIGORIFICO MATABOI S/A,-2.302e+07, 3.24e+07,   -0.710, 0.478,-8.66e+07, 4.06e+07
Cliente_FRIGORIFICO MERCOSUL SA, 5.513e+06, 3.29e+07,    0.167, 0.867,-5.91e+07, 7.01e+07
Cliente_FRIGORIFICO NOVO ESTADO S/A,-1.621e+06, 4.36e+07,   -0.037, 0.970, -8.7e+07, 8.38e+07
Cliente_FRIGORIFICO PORCOBELLO LTDA,-7.404e+06, 4.75e+07,   -0.156, 0.876,-1.01e+08, 8.57e+07
Cliente_FRIMESA COOPERATIVA CENTRAL,-1.103e+07, 3.38e+07,   -0.327, 0.744,-7.73e+07, 5.52e+07
Cliente_FRINAL S/A - FRIGORIFICO E INTEGRACAO AVICOLA, -7.13e+06, 3.91e+07,   -0.183, 0.855,-8.37e+07, 6.95e+07
Cliente_FRISA FRIGORIFICO RIO DOCE S/A,    -1e+07, 4.05e+07,   -0.247, 0.805,-8.94e+07, 6.94e+07
Cliente_FRS S/A AGRO AVICOLA INDUSTRIAL, 1.093e+06, 3.06e+07,    0.036, 0.972,-5.89e+07,  6.1e+07
Cliente_FRUTIVITA S/A,-2.619e+07, 4.17e+07,   -0.628, 0.530,-1.08e+08, 5.56e+07
Cliente_FUGA COUROS SA,  2.58e+06, 3.39e+07,    0.076, 0.939,-6.39e+07, 6.91e+07
"Cliente_FULL GAUGE-ELETRO-CONTROLES LTDA,",-5.364e+06, 4.66e+07,   -0.115, 0.908,-9.66e+07, 8.59e+07
Cliente_FUNDICAO MORENO LTDA,-1.802e+07, 3.34e+07,   -0.539, 0.590,-8.36e+07, 4.75e+07
Cliente_FUNDICAO REGALI BRASIL LTDA,-1.276e+07, 3.35e+07,   -0.381, 0.703,-7.84e+07, 5.29e+07
Cliente_FUNDIMIG LTDA,-2.658e+07, 4.68e+07,   -0.568, 0.570,-1.18e+08, 6.52e+07
"Cliente_FUPRESA S,A,",-2.044e+07, 3.59e+07,   -0.570, 0.569,-9.08e+07, 4.99e+07
"Cliente_FURUKAWA ELECTRIC LATAM S,A,", -1.39e+06, 3.31e+07,   -0.042, 0.967,-6.63e+07, 6.35e+07
Cliente_G D DO BRASIL MAQUINAS DE EMBALAR LIMITADA,-1.219e+07,  3.6e+07,   -0.339, 0.735,-8.27e+07, 5.83e+07
Cliente_G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA,-7.303e+06, 4.66e+07,   -0.157, 0.876,-9.87e+07, 8.41e+07
Cliente_GAIA IMPORTACAO EXPORTACAO LTDA, -8.25e+06, 4.65e+07,   -0.177, 0.859,-9.94e+07, 8.29e+07
Cliente_GALINHOS CULTIVOS AQUATICOS LTDA,-1.184e+07, 5.68e+07,   -0.208, 0.835,-1.23e+08, 9.96e+07
Cliente_GARAMPI COMERCIO DE COUROS LTDA,-2.855e+06, 3.24e+07,   -0.088, 0.930,-6.64e+07, 6.07e+07
"Cliente_GATRON INOVACAO EM COMPOSITOS S,A",-1.183e+07, 4.76e+07,   -0.249, 0.804,-1.05e+08, 8.15e+07
Cliente_GD BURTI S/A, -1.46e+07, 4.61e+07,   -0.316, 0.752,-1.05e+08, 7.59e+07
"Cliente_GDC ALIMENTOS S,A",-1.539e+07, 3.08e+07,   -0.500, 0.617,-7.57e+07, 4.49e+07
Cliente_GDL EQUIPAMENTOS ELETRONICOS EIRELI,-1.588e+07, 3.95e+07,   -0.402, 0.687,-9.32e+07, 6.15e+07
"Cliente_GE TRANSPORTES FERROVIARIOS S,A", 1.966e+06, 3.95e+07,    0.050, 0.960,-7.56e+07, 7.95e+07
Cliente_GELCO GELATINAS DO BRASIL LTDA,-2.161e+07, 4.61e+07,   -0.469, 0.639,-1.12e+08, 6.87e+07
Cliente_GELIUS - INDUSTRIA DE MOVEIS LTDA,-2.227e+07, 4.61e+07,   -0.483, 0.629,-1.13e+08,  6.8e+07
Cliente_GELOPAR REFRIGERACAO PARANAENSE LTDA,-7.774e+06, 3.79e+07,   -0.205, 0.837, -8.2e+07, 6.65e+07
Cliente_GENERAL CABLE BRASIL INDUSTRIA E COMERCIO DE CONDUTORES,-1.072e+07, 3.97e+07,   -0.270, 0.787,-8.85e+07, 6.71e+07
Cliente_GENERAL MOTORS DO BRASIL LTDA, 5.455e+07, 3.01e+07,    1.815, 0.070,-4.38e+06, 1.13e+08
Cliente_GENESEAS AQUACULTURA LTDA,-2.909e+07, 3.91e+07,   -0.745, 0.456,-1.06e+08, 4.75e+07
Cliente_GEQUIMICA SA PRODUTOS QUIMICOS,-1.331e+07, 4.61e+07,   -0.289, 0.773,-1.04e+08, 7.71e+07
Cliente_GERBO ENGENHARIA E MANUFATURA LTDA EM RECUPERACAO JUDIC,-1.328e+07, 4.73e+07,   -0.281, 0.779,-1.06e+08, 7.95e+07
Cliente_GERDAU ACOMINAS S/A, 1.365e+07, 3.23e+07,    0.423, 0.672,-4.96e+07, 7.69e+07
"Cliente_GERDAU ACOS LONGOS S,A,", 2.561e+07, 3.48e+07,    0.735, 0.462,-4.27e+07, 9.39e+07
"Cliente_GERDAU S,A,", 2.755e+07, 3.52e+07,    0.783, 0.433,-4.14e+07, 9.65e+07
Cliente_GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A, 1.919e+07, 4.05e+07,    0.474, 0.635,-6.01e+07, 9.85e+07
Cliente_GETTI QUIMICA LTDA,-4.883e+06, 3.63e+07,   -0.134, 0.893,-7.61e+07, 6.64e+07
Cliente_GEVISA S A, 2.456e+07, 3.44e+07,    0.714, 0.476,-4.29e+07,  9.2e+07
"Cliente_GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA,",-5.554e+06, 3.65e+07,   -0.152, 0.879,-7.72e+07, 6.61e+07
Cliente_GLOBALBONY ACAI IND COM IMP E EXP DE BEBIDAS S/A, -2.42e+07, 5.81e+07,   -0.416, 0.677,-1.38e+08, 8.98e+07
Cliente_GLOBALFRUIT INDUSTRIA E COMERCIO LTDA,-2.636e+07, 4.82e+07,   -0.547, 0.584,-1.21e+08, 6.81e+07
"Cliente_GLOBO CENTRAL DE USINAGEM LTDA,",-2.449e+07, 4.61e+07,   -0.532, 0.595,-1.15e+08, 6.58e+07
