
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.551
Model:,OLS,  Adj. R-squared (uncentered):,   0.442
Method:,Least Squares,  F-statistic:       ,   5.077
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:22:18,  Log-Likelihood:    ,-1.3237e+05
No. Observations:,  7080,  AIC:               ,2.675e+05
Df Residuals:,  5704,  BIC:               ,2.769e+05
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
"Cliente_DEMOCRATA CALCADOS E ARTEFATOS DE COURO LTDA,", -5.78e+06, 3.15e+07,   -0.184, 0.854,-6.75e+07,  5.6e+07
Cliente_DENETEL CALCADOS LTDA - ME, 8.364e+06,  4.5e+07,    0.186, 0.853,-7.98e+07, 9.66e+07
Cliente_DENSO DO BRASIL LTDA, 3.739e+07, 3.22e+07,    1.162, 0.245,-2.57e+07,    1e+08
"Cliente_DENSO SISTEMAS TERMICOS DO BRASIL LTDA,",-1.045e+07, 3.72e+07,   -0.281, 0.779,-8.33e+07, 6.24e+07
Cliente_DEONICIA VARGAS LOTHHAMMER, 6.524e+06, 4.54e+07,    0.144, 0.886,-8.25e+07, 9.55e+07
Cliente_DESCARPACK DESCARTAVEIS DO BRASIL LTDA,-7.733e+06,  4.4e+07,   -0.176, 0.861,-9.41e+07, 7.86e+07
Cliente_DESGA AMBIENTAL INDUSTRIA E COMERCIO LTDA,-9.546e+06, 3.62e+07,   -0.264, 0.792,-8.05e+07, 6.14e+07
"Cliente_DESLEECLAMA BRASIL IND, E COM, DE ARTIGOS TEXTEIS LTDA",-7.284e+06, 3.61e+07,   -0.202, 0.840,-7.81e+07, 6.36e+07
Cliente_DETACK INDUSTRIAL E COMERCIAL DE PREGOS LTDA, 6.276e+06,  4.5e+07,    0.139, 0.889,-8.19e+07, 9.45e+07
"Cliente_DEXCO S,A,", 3.447e+07, 2.98e+07,    1.156, 0.248, -2.4e+07, 9.29e+07
Cliente_DHB COMPONENTES AUTOMOTIVOS S/A, 1.396e+07, 4.41e+07,    0.317, 0.752,-7.25e+07,    1e+08
Cliente_DIGICON S A CONTROLE ELETRONICO PARA MECANICA, 1.196e+07, 3.62e+07,    0.330, 0.741, -5.9e+07,  8.3e+07
"Cliente_DIGITRO TECNOLOGIA S,A,",-2.734e+06, 4.44e+07,   -0.062, 0.951,-8.98e+07, 8.43e+07
"Cliente_DINI TEXTIL INDUSTRIA E COMERCIO LTDA,",-7.795e+06, 3.15e+07,   -0.247, 0.805,-6.96e+07,  5.4e+07
Cliente_DIPLOMATA S/A INDL E COML, 6.151e+06, 3.38e+07,    0.182, 0.855,   -6e+07, 7.24e+07
Cliente_DITALIA MOVEIS INDUSTRIAL LTDA, 6.089e+06, 2.84e+07,    0.214, 0.830,-4.96e+07, 6.18e+07
Cliente_DIXIE TOGA NORDESTE S/A,  1.03e+06, 5.36e+07,    0.019, 0.985,-1.04e+08, 1.06e+08
Cliente_DJ INDUSTRIA E COMERCIO DE MOVEIS LTDA, 4894.9588, 3.82e+07,    0.000, 1.000,-7.48e+07, 7.48e+07
Cliente_DOCOL INDUSTRIA E COMERCIO LTDA,-2.459e+06, 2.94e+07,   -0.084, 0.933,-6.02e+07, 5.53e+07
"Cliente_DOHLER S,A,", -5.37e+05, 3.66e+07,   -0.015, 0.988,-7.23e+07, 7.12e+07
Cliente_DORI ALIMENTOS LTDA,-5.386e+06,  2.8e+07,   -0.192, 0.847,-6.03e+07, 4.95e+07
Cliente_DORMER TOOLS SA, 4.055e+07,  4.4e+07,    0.921, 0.357,-4.58e+07, 1.27e+08
Cliente_DOU-TEX SA INDUSTRIA TEXTIL,-6.518e+06,  4.4e+07,   -0.148, 0.882,-9.29e+07, 7.98e+07
Cliente_DPF AUTO PECAS LIMITADA,-1.282e+07, 3.33e+07,   -0.385, 0.700, -7.8e+07, 5.24e+07
Cliente_DRAKTEL OPTICAL FIBRE S/A,-5.872e+06,  4.4e+07,   -0.133, 0.894,-9.22e+07, 8.05e+07
"Cliente_DS & HA LOGISTICA IMP, E EXPORT, LTDA", 1.216e+07, 4.62e+07,    0.263, 0.792,-7.84e+07, 1.03e+08
Cliente_DUAS RODAS INDUSTRIAL LTDA, -7.51e+05,  3.2e+07,   -0.023, 0.981,-6.35e+07,  6.2e+07
Cliente_DUAS RODAS NORDESTE INDUSTRIA DE ALIMENTOS LTDA,-6.872e+06, 2.88e+07,   -0.238, 0.812,-6.34e+07, 4.96e+07
Cliente_DUCOCO PRODUTOS ALIMENTICIOS S/A, 5.563e+06, 3.88e+07,    0.144, 0.886,-7.04e+07, 8.15e+07
"Cliente_DUDALINA S,A",-4.962e+06, 4.44e+07,   -0.112, 0.911, -9.2e+07, 8.21e+07
Cliente_DURATEX COMERCIAL EXPORTADORA S A,  4.95e+06,  2.8e+07,    0.177, 0.860,-4.99e+07, 5.98e+07
Cliente_DURCON EQUIPAMENTOS INDUSTRIAIS LIMITADA,-5.576e+06, 3.31e+07,   -0.168, 0.866,-7.05e+07, 5.94e+07
"Cliente_DUROLINE S,A,", 7.648e+06, 2.76e+07,    0.277, 0.782,-4.65e+07, 6.18e+07
Cliente_DYNAMIC AIR LTDA,-4.219e+06,  4.4e+07,   -0.096, 0.924,-9.06e+07, 8.21e+07
Cliente_DYNAPAC DO BRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA, 1.388e+07, 2.98e+07,    0.466, 0.641,-4.46e+07, 7.23e+07
Cliente_DYTECH DO BRASIL INDUSTRIA E COMERCIO LTDA, -1.61e+07, 4.49e+07,   -0.359, 0.720,-1.04e+08, 7.18e+07
Cliente_E A C FLORESTAL S/A,-2.869e+06, 4.57e+07,   -0.063, 0.950,-9.24e+07, 8.67e+07
Cliente_EBATA PRODUTOS FLORESTAIS LTDA, -2.12e+07, 5.01e+07,   -0.423, 0.672,-1.19e+08, 7.71e+07
Cliente_EBF-VAZ INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDI, -6.25e+06,  4.4e+07,   -0.142, 0.887,-9.26e+07, 8.01e+07
Cliente_EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA,-1.609e+07, 3.84e+07,   -0.419, 0.675,-9.14e+07, 5.92e+07
Cliente_ECIL MET TEC LTDA,-6.507e+06, 3.61e+07,   -0.180, 0.857,-7.74e+07, 6.44e+07
Cliente_ELDORADO EXPORT MADEIRAS LTDA,-1.506e+06,  4.7e+07,   -0.032, 0.974,-9.36e+07, 9.05e+07
Cliente_ELEB EQUIPAMENTOS LTDA, 3.407e+06, 3.31e+07,    0.103, 0.918,-6.16e+07, 6.84e+07
Cliente_ELECTRO ACO ALTONA S A,-1.895e+06, 2.89e+07,   -0.066, 0.948,-5.85e+07, 5.47e+07
Cliente_ELECTRO VIDRO S/A, 8.703e+05, 4.62e+07,    0.019, 0.985,-8.96e+07, 9.14e+07
Cliente_ELECTROLUX DO BRASIL S/A, 1.703e+07, 3.13e+07,    0.543, 0.587,-4.44e+07, 7.85e+07
Cliente_ELEKEIROZ S/A,-4.754e+06,  3.1e+07,   -0.153, 0.878,-6.56e+07, 5.61e+07
Cliente_ELETRICA DANUBIO INDUSTRIA E COMERCIO DE MATERIAIS ELET,-7.063e+06, 3.62e+07,   -0.195, 0.845, -7.8e+07, 6.39e+07
"Cliente_ELETROFRIO REFRIGERACAO LTDA,",-1.834e+06, 4.57e+07,   -0.040, 0.968,-9.14e+07, 8.77e+07
Cliente_ELEVA ALIMENTOS S/A, 1.306e+07, 2.74e+07,    0.476, 0.634,-4.07e+07, 6.68e+07
Cliente_ELFUSA GERAL DE ELETROFUSAO LTDA, 8.278e+06, 3.31e+07,    0.250, 0.803,-5.67e+07, 7.33e+07
Cliente_ELGIN HDB REFRIGERACAO LTDA,-4.253e+06, 3.62e+07,   -0.118, 0.906,-7.52e+07, 6.67e+07
Cliente_ELIANE S/A - REVESTIMENTOS CERAMICOS, -3.65e+06, 2.86e+07,   -0.128, 0.898,-5.97e+07, 5.24e+07
Cliente_ELITE INDUSTRIA DE INJETADOS LTDA, 5.589e+06, 4.41e+07,    0.127, 0.899,-8.08e+07,  9.2e+07
Cliente_ELLEN METALURGICA E CROMEACAO LIMITADA,-7.841e+06, 3.62e+07,   -0.217, 0.828,-7.88e+07, 6.31e+07
Cliente_ELRING KLINGER DO BRASIL LTDA,-5.888e+06,  4.4e+07,   -0.134, 0.894,-9.22e+07, 8.05e+07
"Cliente_ELSTER MEDICAO DE ENERGIA LTDA,", 7.684e+06, 4.41e+07,    0.174, 0.862,-7.87e+07, 9.41e+07
"Cliente_EMBRAER S,A,", 1.651e+08, 2.65e+07,    6.224, 0.000, 1.13e+08, 2.17e+08
"Cliente_EMICOL ELETRO ELETRONICA S,A,",-6.666e+06, 3.05e+07,   -0.219, 0.827,-6.64e+07, 5.31e+07
Cliente_EMIGRAN EMPRESA DE MINERACAO DE GRANITOS LTDA, -5.37e+06, 3.33e+07,   -0.161, 0.872,-7.07e+07,    6e+07
Cliente_EMILIO B GOMES E FILHOS S A IND COM E EXP DE MADEIRAS,-6.954e+05, 3.53e+07,   -0.020, 0.984,-6.99e+07, 6.85e+07
Cliente_EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,-1.167e+07, 3.62e+07,   -0.322, 0.747,-8.27e+07, 5.94e+07
Cliente_ENFIL SA CONTROLE AMBIENTAL EM RECUPERACAO JUDICIAL,  5.47e+05,  4.4e+07,    0.012, 0.990,-8.58e+07, 8.69e+07
Cliente_ENGECASS EQUIPAMENTOS INDUSTRIAIS LTDA,-4.008e+06, 4.44e+07,   -0.090, 0.928,-9.11e+07,  8.3e+07
Cliente_ENGEMASA ENGENHARIA E MATERIAIS LTDA,-5.193e+06, 3.15e+07,   -0.165, 0.869,-6.69e+07, 5.65e+07
Cliente_EQUIPALCOOL SISTEMAS LTDA,-4.165e+06,  4.4e+07,   -0.095, 0.925,-9.05e+07, 8.22e+07
Cliente_EQUIPLASTIC - INDUSTRIA E COMERCIO DE MAQUINAS PARA EMB,-7.157e+06, 4.49e+07,   -0.159, 0.873,-9.53e+07, 8.09e+07
"Cliente_ERCA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,",-7.157e+06,  4.4e+07,   -0.162, 0.871,-9.35e+07, 7.92e+07
"Cliente_ERGOMAT INDUSTRIA E COMERCIO LTDA,",-7.133e+06, 3.15e+07,   -0.227, 0.821,-6.89e+07, 5.46e+07
"Cliente_ERICSSON TELECOMUNICACOES S A,", 3.961e+07, 2.84e+07,    1.397, 0.163, -1.6e+07, 9.52e+07
Cliente_ESMALTEC S/A, 4.673e+06, 4.84e+07,    0.096, 0.923,-9.03e+07, 9.96e+07
Cliente_ESTALEIRO BRASFELS LTDA, 1.479e+08, 4.62e+07,    3.205, 0.001, 5.74e+07, 2.38e+08
"Cliente_ESTALEIRO SCHAEFER YACHTS LTDA,",-1.242e+06, 4.44e+07,   -0.028, 0.978,-8.83e+07, 8.58e+07
Cliente_ESTEVE S/A, -1.96e+06, 4.23e+07,   -0.046, 0.963,-8.48e+07, 8.09e+07
Cliente_ETHOS METALURGICA LTDA,-6.748e+06, 3.62e+07,   -0.187, 0.852,-7.77e+07, 6.42e+07
Cliente_EUCATEX S A INDUSTRIA E COMERCIO,-3.726e+06, 3.31e+07,   -0.112, 0.911,-6.87e+07, 6.13e+07
Cliente_EURO TELHAS INDUST E COMERCIO LTDA, 5.896e+06, 3.62e+07,    0.163, 0.871,-6.51e+07, 7.69e+07
Cliente_EUROBRAS CONSTRUCOES METALICAS MODULADAS LTDA,-7.306e+06,  4.4e+07,   -0.166, 0.868,-9.36e+07,  7.9e+07
"Cliente_EUROFARMA LABORATORIOS S,A,",-5.302e+06,  4.4e+07,   -0.120, 0.904,-9.17e+07, 8.11e+07
Cliente_EUROPA INDUSTRIA DE CASTANHAS LTDA, 1.676e+06, 2.26e+07,    0.074, 0.941,-4.27e+07,  4.6e+07
Cliente_EUROPACKNE NORDESTE IND COM DE PROD TERMOPLASTICOS LTDA,  -4.4e+06, 3.02e+07,   -0.146, 0.884,-6.36e+07, 5.48e+07
Cliente_EVERTIS BRASIL PLASTICOS S/A,-2.042e+06, 3.81e+07,   -0.054, 0.957,-7.68e+07, 7.27e+07
Cliente_EVIALIS DO BRASIL NUTRICAO ANIMAL LTDA,-8.135e+06,  4.4e+07,   -0.185, 0.853,-9.45e+07, 7.82e+07
Cliente_EXIN INDUSTRIA E COMERCIO LTDA,-1.017e+07, 3.12e+07,   -0.326, 0.744,-7.13e+07, 5.09e+07
Cliente_EXPORTADORA BOM RETIRO LTDA, 5.939e+06, 2.87e+07,    0.207, 0.836,-5.02e+07, 6.21e+07
Cliente_FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA,-7.708e+06, 3.61e+07,   -0.213, 0.831,-7.86e+07, 6.32e+07
Cliente_FABRICA DE MOVEIS FLORENSE LTDA, 7.511e+06, 4.41e+07,    0.170, 0.865,-7.89e+07, 9.39e+07
Cliente_FABRICA DE TECIDOS CARLOS RENAUX S/A EM LIQUIDACAO, -4.36e+06, 4.44e+07,   -0.098, 0.922,-9.14e+07, 8.27e+07
Cliente_FABRICA NACIONAL DE AMORTECEDORES LTDA, 5.796e+06, 4.41e+07,    0.131, 0.895,-8.06e+07, 9.22e+07
Cliente_FACCHINI S/A,-2.218e+06, 2.72e+07,   -0.081, 0.935,-5.56e+07, 5.12e+07
"Cliente_FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA,",-1.352e+07, 3.42e+07,   -0.395, 0.693,-8.05e+07, 5.35e+07
Cliente_FAMASTIL TAURUS FERRAMENTAS S/A, 6.059e+06, 2.89e+07,    0.210, 0.834,-5.06e+07, 6.27e+07
Cliente_FAMOSSUL MADEIRAS S/A,-1.316e+06, 2.98e+07,   -0.044, 0.965,-5.98e+07, 5.72e+07
Cliente_FANDREIS CALCADOS LTDA, 7.022e+06, 3.32e+07,    0.212, 0.832, -5.8e+07, 7.21e+07
Cliente_FANEM LTDA,-6.265e+06, 2.83e+07,   -0.221, 0.825,-6.18e+07, 4.93e+07
"Cliente_FARFALLA TEXTIL LTDA,", -5.57e+06,  3.1e+07,   -0.180, 0.857,-6.64e+07, 5.52e+07
"Cliente_FAURECIA AUTOMOTIVE DO BRASIL LTDA,", 1.403e+07, 3.17e+07,    0.443, 0.658,-4.81e+07, 7.62e+07
"Cliente_FBA - FRANCO-BRASILEIRA S/A, ACUCAR E ALCOOL",-2.092e+06, 3.62e+07,   -0.058, 0.954, -7.3e+07, 6.88e+07
"Cliente_FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,", 3.116e+07,  2.8e+07,    1.113, 0.266,-2.37e+07,  8.6e+07
"Cliente_FCC - INDUSTRIA E COMERCIO LTDA,", 1.308e+07, 3.32e+07,    0.394, 0.694, -5.2e+07, 7.81e+07
Cliente_FCC FORNECEDORA COMPONENTES QUIMICOS E COUROS LTDA, 5.399e+06, 3.62e+07,    0.149, 0.882,-6.56e+07, 7.64e+07
Cliente_FEDRIGONI BRASIL PAPEIS LTDA,-8.613e+06,  4.4e+07,   -0.196, 0.845, -9.5e+07, 7.77e+07
Cliente_FERGUMAR FERRO GUSA DO MARANHAO LTDA,-1.559e+07, 4.49e+07,   -0.347, 0.728,-1.04e+08, 7.24e+07
Cliente_FERKODA S A ARTEFATOS DE METAIS,-7.946e+06,  4.4e+07,   -0.180, 0.857,-9.43e+07, 7.84e+07
Cliente_FERRAZ BRASIL MARMORES E GRANITOS LTDA,-2.193e+06, 5.13e+07,   -0.043, 0.966,-1.03e+08, 9.83e+07
Cliente_FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,-6.548e+06, 2.86e+07,   -0.229, 0.819,-6.25e+07, 4.94e+07
Cliente_FERRUCCI & CIA LTDA,-6.625e+06,  4.4e+07,   -0.150, 0.880, -9.3e+07, 7.97e+07
Cliente_FERTIPAR FERTILIZANTES DO PARANA LIMITADA, 2.363e+07, 4.57e+07,    0.517, 0.605,-6.59e+07, 1.13e+08
Cliente_FEZER INDUSTRIA MECANICA S/A,-2.356e+06, 2.93e+07,   -0.080, 0.936,-5.98e+07, 5.51e+07
"Cliente_FGF - FUNDICAO GLOBAL FOUNDRY DE ACO INOXIDAVEL LTDA,", -6.34e+06, 2.81e+07,   -0.225, 0.822,-6.15e+07, 4.88e+07
Cliente_FIACAO BRASILEIRA DE SISAL S/A FIBRASA,-1.366e+07, 4.89e+07,   -0.279, 0.780, -1.1e+08, 8.23e+07
Cliente_FIACAO DE SEDA BRATAC S A,-3.794e+06, 3.15e+07,   -0.120, 0.904,-6.56e+07,  5.8e+07
Cliente_FIACAO E TECELAGEM SAO JOSE S/A,-1.572e+07, 4.49e+07,   -0.350, 0.726,-1.04e+08, 7.22e+07
Cliente_FIASINI IND E COM DE MOVEIS LTDA, 4222.9588, 3.82e+07,    0.000, 1.000,-7.48e+07, 7.48e+07
"Cliente_FIBRAPLAC - PAINEIS DE MADEIRA S,A", 8.957e+06, 4.41e+07,    0.203, 0.839,-7.75e+07, 9.54e+07
Cliente_FIBRIA CELULOSE S/A, 8.047e+06, 3.15e+07,    0.255, 0.799,-5.38e+07, 6.98e+07
Cliente_FICAP S/A,   2.7e+06, 3.59e+07,    0.075, 0.940,-6.77e+07, 7.31e+07
Cliente_FINOBRASA AGROINDUSTRIAL S/A, 5.151e+06, 3.68e+07,    0.140, 0.889,-6.69e+07, 7.72e+07
Cliente_FISCHER S/A - AGROINDUSTRIA,  6.92e+06, 2.98e+07,    0.232, 0.816,-5.15e+07, 6.54e+07
Cliente_FITESA NAOTECIDOS S/A, 9.957e+06, 4.41e+07,    0.226, 0.821,-7.65e+07, 9.64e+07
"Cliente_FITESA S,A,", 5.724e+06, 3.16e+07,    0.181, 0.856,-5.62e+07, 6.76e+07
"Cliente_FKN TEXTIL LTDA,",-3.012e+06, 4.53e+07,   -0.066, 0.947,-9.19e+07, 8.58e+07
Cliente_FLABEG BRASIL LTDA,-8.455e+06,  4.4e+07,   -0.192, 0.848,-9.48e+07, 7.79e+07
Cliente_FLEXIBRAS TUBOS FLEXIVEIS LTDA, 5.844e+07, 3.76e+07,    1.554, 0.120,-1.53e+07, 1.32e+08
Cliente_FLORESTAL ALIMENTOS S/A, 4.339e+06, 3.62e+07,    0.120, 0.905,-6.67e+07, 7.53e+07
Cliente_FLOSUL INDUSTRIA E COMERCIO DE MADEIRAS LTDA, 4.976e+06, 4.41e+07,    0.113, 0.910,-8.14e+07, 9.14e+07
Cliente_FMC QUIMICA DO BRASIL LTDA,-3.569e+06,  4.4e+07,   -0.081, 0.935,-8.99e+07, 8.28e+07
"Cliente_FMC TECHNOLOGIES DO BRASIL LTDA,", 5.564e+07, 3.87e+07,    1.437, 0.151,-2.03e+07, 1.32e+08
Cliente_FOCA-BRAUN MOBILIDADE DO BRASIL LTDA, 6.796e+06, 4.41e+07,    0.154, 0.877,-7.96e+07, 9.32e+07
Cliente_FOCKINK INDUSTRIAS ELETRICAS LTDA, 4.683e+06, 3.62e+07,    0.129, 0.897,-6.63e+07, 7.57e+07
Cliente_FORD MOTOR COMPANY BRASIL LTDA, 4.164e+07, 2.63e+07,    1.586, 0.113,-9.83e+06, 9.31e+07
Cliente_FORJAFRIO INDUSTRIA DE PECAS LTDA,-7.225e+06,  4.4e+07,   -0.164, 0.870,-9.36e+07, 7.91e+07
"Cliente_FORMACOMP LTDA,",-2.261e+06, 4.57e+07,   -0.050, 0.961,-9.18e+07, 8.73e+07
Cliente_FORMAX QUIMIPLAN COMPONENTES PARA CALCADOS LTDA, 7.362e+06, 3.32e+07,    0.222, 0.824,-5.77e+07, 7.24e+07
Cliente_FORNAC FUNDICAO DE ACOS ESPECIAIS LIMITADA,-1.413e+07, 3.72e+07,   -0.380, 0.704, -8.7e+07, 5.87e+07
Cliente_FRAME MADEIRAS ESPECIAIS LTDA,-2.559e+06, 4.44e+07,   -0.058, 0.954,-8.96e+07, 8.45e+07
Cliente_FRANCO FABRIL - ALIMENTOS LTDA,-1.418e+07, 2.84e+07,   -0.500, 0.617,-6.98e+07, 4.14e+07
Cliente_FRAS-LE SA, 2.698e+07, 2.78e+07,    0.972, 0.331,-2.75e+07, 8.14e+07
Cliente_FRAVI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGRICOLAS LT, 1.846e+06, 4.57e+07,    0.040, 0.968,-8.77e+07, 9.14e+07
"Cliente_FREUDENBERG NAO-TECIDOS LTDA,",-7.321e+06, 3.62e+07,   -0.202, 0.840,-7.83e+07, 6.36e+07
Cliente_FRIBAI FRIGORIFICO VALE DO AMAMBAI LTDA,-6.182e+06, 3.15e+07,   -0.196, 0.845, -6.8e+07, 5.56e+07
Cliente_FRIGOESTRELA S/A,-4.324e+06, 3.01e+07,   -0.144, 0.886,-6.34e+07, 5.47e+07
"Cliente_FRIGOL S,A,",-1.478e+07, 4.41e+07,   -0.335, 0.738,-1.01e+08, 7.17e+07
Cliente_FRIGORIFICO MATABOI S/A,-1.377e+07, 2.93e+07,   -0.471, 0.638,-7.11e+07, 4.36e+07
Cliente_FRIGORIFICO MERCOSUL SA, 1.754e+07, 2.93e+07,    0.598, 0.550,   -4e+07, 7.51e+07
Cliente_FRIGORIFICO NOVO ESTADO S/A, 8.789e+06, 4.01e+07,    0.219, 0.827,-6.99e+07, 8.75e+07
Cliente_FRIGORIFICO PORCOBELLO LTDA,-1.001e+06, 4.57e+07,   -0.022, 0.983,-9.05e+07, 8.85e+07
Cliente_FRIMESA COOPERATIVA CENTRAL,-2.694e+06, 3.08e+07,   -0.087, 0.930,-6.31e+07, 5.77e+07
Cliente_FRINAL S/A - FRIGORIFICO E INTEGRACAO AVICOLA, 5.073e+06, 3.62e+07,    0.140, 0.889,-6.59e+07, 7.61e+07
Cliente_FRISA FRIGORIFICO RIO DOCE S/A,-5.078e+06, 3.81e+07,   -0.133, 0.894,-7.98e+07, 6.96e+07
Cliente_FRS S/A AGRO AVICOLA INDUSTRIAL, 1.025e+07, 2.68e+07,    0.382, 0.702,-4.23e+07, 6.28e+07
Cliente_FRUTIVITA S/A,-1.365e+07, 3.91e+07,   -0.349, 0.727,-9.04e+07, 6.31e+07
Cliente_FUGA COUROS SA, 1.501e+07, 3.06e+07,    0.491, 0.623,-4.49e+07, 7.49e+07
"Cliente_FULL GAUGE-ELETRO-CONTROLES LTDA,", 7.162e+06, 4.41e+07,    0.162, 0.871,-7.92e+07, 9.36e+07
Cliente_FUNDICAO MORENO LTDA,-3.771e+06, 3.05e+07,   -0.124, 0.901,-6.35e+07, 5.59e+07
Cliente_FUNDICAO REGALI BRASIL LTDA, 3.615e+06, 3.05e+07,    0.119, 0.906,-5.62e+07, 6.34e+07
Cliente_FUNDIMIG LTDA,-1.482e+07, 4.49e+07,   -0.330, 0.741,-1.03e+08, 7.31e+07
"Cliente_FUPRESA S,A,",-6.444e+06, 3.31e+07,   -0.194, 0.846,-7.14e+07, 5.85e+07
"Cliente_FURUKAWA ELECTRIC LATAM S,A,",  5.71e+06, 3.02e+07,    0.189, 0.850,-5.36e+07,  6.5e+07
Cliente_G D DO BRASIL MAQUINAS DE EMBALAR LIMITADA, 3.619e+06, 3.33e+07,    0.109, 0.913,-6.16e+07, 6.89e+07
Cliente_G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA, 5.811e+06, 4.41e+07,    0.132, 0.895,-8.06e+07, 9.22e+07
Cliente_GAIA IMPORTACAO EXPORTACAO LTDA,-2.232e+06, 4.47e+07,   -0.050, 0.960,-8.98e+07, 8.54e+07
Cliente_GALINHOS CULTIVOS AQUATICOS LTDA, 1.148e+06, 5.47e+07,    0.021, 0.983,-1.06e+08, 1.08e+08
Cliente_GARAMPI COMERCIO DE COUROS LTDA, 6.416e+06,  2.9e+07,    0.222, 0.825,-5.03e+07, 6.32e+07
"Cliente_GATRON INOVACAO EM COMPOSITOS S,A",-3.134e+06, 4.57e+07,   -0.069, 0.945,-9.27e+07, 8.64e+07
Cliente_GD BURTI S/A,-1.353e+06,  4.4e+07,   -0.031, 0.975,-8.77e+07,  8.5e+07
"Cliente_GDC ALIMENTOS S,A",-3.919e+06, 2.75e+07,   -0.143, 0.887,-5.78e+07,    5e+07
Cliente_GDL EQUIPAMENTOS ELETRONICOS EIRELI,-3.908e+06, 3.66e+07,   -0.107, 0.915,-7.57e+07, 6.79e+07
"Cliente_GE TRANSPORTES FERROVIARIOS S,A", 9.814e+06, 3.72e+07,    0.264, 0.792,-6.31e+07, 8.27e+07
Cliente_GELCO GELATINAS DO BRASIL LTDA,-7.614e+06,  4.4e+07,   -0.173, 0.863, -9.4e+07, 7.87e+07
Cliente_GELIUS - INDUSTRIA DE MOVEIS LTDA,-5.631e+06,  4.4e+07,   -0.128, 0.898, -9.2e+07, 8.07e+07
Cliente_GELOPAR REFRIGERACAO PARANAENSE LTDA, 5.218e+05, 3.53e+07,    0.015, 0.988,-6.87e+07, 6.97e+07
Cliente_GENERAL CABLE BRASIL INDUSTRIA E COMERCIO DE CONDUTORES,-3.408e+06, 3.72e+07,   -0.092, 0.927,-7.63e+07, 6.95e+07
Cliente_GENERAL MOTORS DO BRASIL LTDA, 6.403e+07, 2.67e+07,    2.402, 0.016, 1.18e+07, 1.16e+08
Cliente_GENESEAS AQUACULTURA LTDA, -1.06e+07, 3.63e+07,   -0.292, 0.771,-8.18e+07, 6.06e+07
Cliente_GEQUIMICA SA PRODUTOS QUIMICOS,-8.674e+06,  4.4e+07,   -0.197, 0.844, -9.5e+07, 7.77e+07
Cliente_GERBO ENGENHARIA E MANUFATURA LTDA EM RECUPERACAO JUDIC,-6.648e+06, 4.54e+07,   -0.147, 0.883,-9.56e+07, 8.23e+07
Cliente_GERDAU ACOMINAS S/A, 2.269e+07, 2.93e+07,    0.776, 0.438,-3.47e+07,    8e+07
"Cliente_GERDAU ACOS LONGOS S,A,", 4.476e+07,  3.2e+07,    1.397, 0.162, -1.8e+07, 1.08e+08
"Cliente_GERDAU S,A,", 3.961e+07, 3.24e+07,    1.223, 0.221,-2.39e+07, 1.03e+08
Cliente_GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A, 2.578e+07, 3.82e+07,    0.676, 0.499, -4.9e+07, 1.01e+08
Cliente_GETTI QUIMICA LTDA, 5.946e+06, 3.32e+07,    0.179, 0.858,-5.91e+07,  7.1e+07
Cliente_GEVISA S A, 4.411e+07, 3.15e+07,    1.399, 0.162,-1.77e+07, 1.06e+08
"Cliente_GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA,", 4.368e+06, 3.32e+07,    0.132, 0.895,-6.07e+07, 6.94e+07
Cliente_GLOBALBONY ACAI IND COM IMP E EXP DE BEBIDAS S/A,-1.597e+07, 5.61e+07,   -0.285, 0.776,-1.26e+08,  9.4e+07
Cliente_GLOBALFRUIT INDUSTRIA E COMERCIO LTDA,-1.462e+07, 4.61e+07,   -0.317, 0.751,-1.05e+08, 7.58e+07
"Cliente_GLOBO CENTRAL DE USINAGEM LTDA,",-7.857e+06,  4.4e+07,   -0.178, 0.858,-9.42e+07, 7.85e+07
Cliente_GLOBOAVES SAO PAULO AGROAVICOLA LTDA,-3.835e+06, 4.57e+07,   -0.084, 0.933,-9.34e+07, 8.57e+07
Cliente_GNATUS EQUIPAMENTOS MEDICO ODONTOLOGICOS S/A,-4.366e+06, 2.82e+07,   -0.155, 0.877,-5.96e+07, 5.08e+07
Cliente_GNATUS EXPORTACAO DE EQUIPAMENTOS MEDICO ODONTOLOGICOS,-1.151e+07, 3.15e+07,   -0.365, 0.715,-7.34e+07, 5.03e+07
